id,address,description,longitude,latitude
PRM01M,Rynkowa 26 62-081 Przeźmierowo,Na parkingu przy sklepie rowerowym Małgośka,16.78182,52.43308
WGT01M,Wierzbowa 184 62-081 Wysogotowo,Na parkingu Auto Części,16.77396,52.41877
TRP03M,Rokietnicka 21A 62-080 Tarnowo Podgórne,Market Dino,16.67077,52.46662
TRP01N,Krucza 1 62-080 Tarnowo Podgórne,Przy markecie Netto,16.67591,52.46121
ZIT01M,Dworcowa 14A 62-002 Zielątkowo,teren prywatnej posesji od ulicy Daglezjowej,16.80606,52.55969
JEL01M,Obornicka 10 62-002 Jelonek,Przy firmie JELIMEX - wjazd od ulicy Czołgowej,16.85644,52.48654
SLS01A,Nektarowa 15 62-002 Suchy Las,Parking przed magazynem Grupa Aptekarska,16.86044,52.48093
SLS02M,Obornicka 127 62-002 Suchy Las,Na parkingu sklepu Lidl,16.86949,52.47721
SLS05M,Stefanskiego 25 62-002 Suchy Las,Na parkingu,16.85683,52.47125
POZ21A,Bogusławskiego 16 62-002 Suchy Las,Przy sklepie Chata Polska,16.8793,52.47432
SLS01N,Obornicka 85 62-002 Suchy Las,Po lewej stronie od wejścia do Galerii,16.87514,52.47298
SLS04M,Sucholeska 12 62-002 Suchy Las,Na terenie myjni samochodowej,16.87512,52.47044
SLS01M,Stefana Stefańskiego 2 62-002 Suchy Las,Przy wejściu na teren posesji,16.86883,52.46637
POZ127M,Strzeszyńska 284 60-479 Poznań,Parking przy Żabce,16.8696,52.46236
POZ48M,Zakopiańska 239 60-467 Poznań,Na Terenie firmy |Ferrodo| od strony ul. Biskupińskiej,16.86607,52.46158
POZ158M,Strzeszyńska 180 60-470 Poznań,Róg Sokolnickiej i Strzeszyńskiej,16.88076,52.45654
CDO03M,Golęczewska 14B 62-001 Chludowo,Przy sklepie i świetlicy.,16.8385,52.55353
CDO02M,Szkolna 1 62-001 Chludowo,Parking przy żłobku,16.84538,52.55561
POZ164M,Kosowska 25/27 60-464 Poznań,Poznań ul. Kosowska 25/27,16.8758,52.45485
WGT02M,Wierzbowa 101 62-081 Wysogotowo,Skrzyżowanie z ulicy Wierzbowej i Stolarskiej,16.78407,52.40756
POZ209M,Adama Poszwińskiego 6 60-461 Poznań,Lidl,16.86849,52.4412
POZ193M,Podolańska 44 60-626 Poznań,Przy bloku mieszkalnym ul. Podolańska 44,16.88842,52.43622
DWA02M,Rolna 25 62-069 Dąbrowa,Dąbrowa Rolna 25,16.75263,52.40972
POZ63M,Teokryta 34 60-461 Poznań,Pensjonat Akropol od ul. Wegiliusza,16.88082,52.44471
POZ52N,Rabczańska 1 60-476 Poznań,przy parkingu,16.88434,52.44512
SKW06M,Batorowska 32 60-185 Skórzewo,Na parkingu prywatnej posesji,16.78651,52.39589
SKW03M,Lawendowa 20 60-185 Skórzewo,Na parkingu przychodni La Medica,16.78045,52.39601
SKW04M,Kozierowskiego 18 60-185 Skórzewo,Market Dino,16.77529,52.39159
DWA01M,Szafirowa 1A 62-069 Dąbrowa,Po prawej stronie parkingu,16.7567,52.3969
OWN01M,Plac Przemysława 1C 62-005 Owińska,Za sklepem Chata Polska,16.97369,52.51414
CZK02M,Zdroje 28 62-004 Czerwonak,Przy sklepie spożywczym Tęcza,17.00035,52.4704
KCI02M,Nowe Osiedle 53 62-004 Kicin,Przy głównej ulicy Nowe Osiedle,17.01296,52.467
KOG02M,Gdyńska 66 62-028 Koziegłowy,Na parkingu sklepu Lidl,16.98537,52.453
KCI03M,Wodna 7 62-004 Kicin,Market Dino,17.02012,52.46564
OWN01N,Dworcowa 1 62-005 Owińska,Przy sklepie ABC,16.98697,52.51162
KCI01M,Poznańska 8 62-004 Kicin,Na Parkingu obiektu Noclegi pod Orzechem,17.01453,52.45586
KOG01HP,Os. Leśne 21C/1 62-028 Koziegłowy,w sklepie Duży Ben,16.99406,52.4488
KOG04M,Gdyńska 30 62-028 Koziegłowy,Market ALDI,16.98477,52.44827
KOG05M,Piłsudskiego 1 62-028 Koziegłowy,Przy pasaż handlowym/sklep KIK,16.99026,52.44793
POZ15A,os. Leśne 21A 62-028 Koziegłowy,Przy markecie Chata Polska,16.99347,52.44875
KOG03M,Krótka 1A 62-028 Koziegłowy,Przy sklepie Spec-Market.,16.9967,52.44718
KOG01A,Żołnierzy Niezłomnych 4 62-028 Koziegłowy,"Na tylnej ścianie (południowej) sklepu ""Pepco""",16.98961,52.44552
SWD01M,Poznańska 6 62-020 Swarzędz,Centrum Handlowe ETC PN-SO 10:00-21:00 ND 11:00-20:00,17.09371,52.4041
GHO01M,Komornicka 18 62-052 Głuchowo,Przy sklepie,16.77062,52.34594
SZRE01M,Dworcowa 16 62-052 Szreniawa,Przy sklepie Żabka.,16.79467,52.31442
DAB01L,Lipowa 20 62-070 Dąbrówka,Przy prywatnej posesji,16.74423,52.38276
CCQ02M,Poznańska 93 62-052 Chomęcice,Przy sklepie Żabka,16.74585,52.33108
GUS02M,Swarzędzka 21 62-006 Gruszczyn,Przed budynkiem usługowo - handlowym,17.07578,52.44171
KCA02M,Swarzędzka 2 62-006 Kobylnica,Przy Pawilonie Handlowym.,17.07611,52.44534
SWD09M,Jasińska 20 62-020 Swarzędz,Wzdłuż płotu prywatnej posesji,17.08856,52.4084
SWD11M,Cieszkowskiego 74 62-020 Swarzędz,Parking przed budynkami wzdłuż płotu,17.08528,52.41761
SWD12M,Wrzesińska 89 62-020 Swarzędz,Myjnia bezdotykowa,17.09366,52.40937
KCA01M,Poznańska 113 62-006 Kobylnica,Parking przy aptece,17.07994,52.44723
GRT01N,Fabryczna 1 62-020 Gortatowo,Prywatna posesja,17.1044,52.42687
KCA03M,Poznańska 47 62-006 Kobylnica,Przy hurtowni kostki brukowej SAMI,17.09319,52.4516
RBW01M,Dębowa 1B 62-020 Rabowice,Przy wjeździe na parking,17.11699,52.3864
RNQ01M,Dworcowa 6 62-035 Runowo,w linii płotu nieruchomości od strony ul. Ogrodowej,17.10652,52.28286
KOR02M,Ignacego Krasickiego 1 62-035 Kórnik,teren zielony przy pływalni,17.0923,52.25315
BLJ01M,Osiedle Przylesie 315 62-035 Błażejewo,Na parkingu przy sklepie Żabka,17.07619,52.21238
BNN01M,Śremska 22 62-035 Kórnik,Przy stacji paliw Moya,17.08946,52.2244
KOR03M,Armii Krajowej 56 62-035 Kórnik,utwardzony plac,17.09377,52.23633
BNN01N,Śremska 15 62-035 Kórnik,Market Dino,17.09105,52.22527
RGN01M,Mostowa 10 62-022 Rogalinek,Parking przy Aptece,16.89622,52.25107
MOS01A,Sowiniecka 9B 62-050 Mosina,Przy sklepie Żabka,16.8573,52.24183
MOS02N,Farbiarska 30 62-050 Mosina,Przy aptece Mosińskie Centrum Zdrowia,16.85455,52.24544
MOS05M,Kolejowa 33 62-050 Mosina,Parking przy Netto,16.85341,52.24304
MOS02M,Śremska 61 62-050 Mosina,Przy sklepie spożywczym,16.85205,52.22902
MOS04M,Niezłomnych 3 62-050 Mosina,Przy budynku MOSINOVA,16.85007,52.24389
PUS04M,Nowe Osiedle 7 62-040 Puszczykowo,Przy sklepie Arturo,16.86867,52.26891
MOS01ML,Poniatowskiego 1B 62-050 Mosina,Market Dino,16.8497,52.2503
MOS06M,Leśna 21 62-050 Mosina,Przy sklepie spożywczym,16.85278,52.25958
MOS01M,Harcerska 3-5 62-050 Mosina,"boczna, prawa ściana Lidla",16.84361,52.24429
MOS01N,Konopnickiej 33 62-050 Mosina,Przy markecie Netto,16.84259,52.24494
MOS07M,Leszczyńska 47 62-050 Mosina,przy sklepie spożywczym,16.84153,52.23433
PUS01M,Moniuszki 1A 62-040 Puszczykowo,Na parkingu przy sklepie Stokrotka,16.86251,52.27102
PUS01N,Dworcowa 45 62-040 Puszczykowo,Przy sklepie Społem PSS,16.85965,52.27244
MOS08M,Leszczyńska 86 62-050 Mosina,parking przy sklepie spożywczym,16.83605,52.22857
PUS01APP,Jana Matejki 2A 62-040 Puszczykowo,parking skepu Społem,16.85156,52.26926
MOS03M,Stryjeńskiej 2 62-050 Mosina,Parking przy budynku usługowym,16.82998,52.23359
KXS01M,Boczna 36 62-050 Krosno,Parking przy budynku usłługowo-mieszkalnym,16.82914,52.22836
KXS02M,Główna 48 62-050 Krosno,Za sklepem spożywczym,16.83195,52.22361
LUW01M,Poznańska 5 62-080 Lusowo,Market Dino,16.70171,52.43484
LUW02M,Wierzbowa 41 62-080 Lusowo,"Studio Masażu ""Masażownia"" Lusowo",16.69365,52.43942
TRP01A,Poznańska 100B 62-080 Tarnowo Podgórne,Na parkingu przy sklepie Żabka,16.65711,52.46344
TRP05M,Poznańska 131A 62-080 Tarnowo Podgórne,Na parkingu Lodowiska Misiałek,16.65524,52.46169
TRP01M,Poznańska 135 62-080 Tarnowo Podgórne,Przy sklepie Lidl,16.65316,52.46095
TRP04M,23 Października 57A 62-080 Tarnowo Podgórne,Market Dino,16.65537,52.46759
TRP02M,Poznańska 159 62-080 Tarnowo Podgórne,Na parkingu Korbanek,16.64757,52.45906
TRP06M,Poznańska 165 62-080 Tarnowo Podgórne,Stacja Paliw Shell,16.64401,52.45784
JNQ02M,Przemysłowa 2 62-080 Jankowice,na parkingu centrali Lidl,16.64116,52.45309
LOK02M,Tarnowska 45 62-080 Lusówko,Obok centrum ubezpieczeń,16.64459,52.43565
LOK01M,Tarnowska 33 62-080 Lusówko,Na parkingu Apteki Morskiej w Lusówku,16.64471,52.43319
LOK03M,Sierosławska 76 62-080 Lusówko,Przy przedszkolu Bajkowa Akademia,16.6424,52.42094
XEQ01M,Bukowska 2A 62-080 Sierosław,Sklep Odido,16.66832,52.40224
BID01A,Zjednoczenia 12 62-003 Biedrusko,Za sklepem Chata Polska,16.94557,52.54562
BID01M,Poznańska 30 62-003 Biedrusko,Market Dino,16.94593,52.54158
POI01M,Północna 49 62-005 Promnice,Przy sklepie spożywczym |MILI|,16.96265,52.54749
POI02M,Północna 2E 62-005 Promnice,Przy sklepie Żabka,16.96637,52.54138
ZAX01M,Długa 68B 62-070 Zakrzewo,Przy Myjni,16.72669,52.39294
DAB02M,Poznańska 31 62-069 Dąbrówka,Przy Galerii Handlowej,16.74488,52.38106
DAB01N,Kolejowa 67 62-070 Dąbrówka,Przy sklepie Freshmarket,16.74479,52.37888
DAB03M,Poznańska 100 62-069 Dąbrówka,Przy Lidlu,16.74225,52.3764
DAB01M,Kolejowa 3 62-069 Dąbrówka,Naprzeciwko wjazdu na parking P+R przy dworcu PKP Palędzie,16.74201,52.37487
PAD01M,Nowa 3 62-069 Palędzie,Przy Warsztacie,16.73927,52.37236
PAD03M,Malinowa 42 62-069 Palędzie,Netto,16.73673,52.37567
PAD02M,Nowa 122 62-069 Palędzie,Na rogu ulic Nowej i Słonecznej,16.74554,52.36546
OWN02M,Zielona 1A 62-005 Owińska,przy sklepie Lewiatan,16.985,52.5175
BOW01G,Poznańska 3 62-005 Bolechowo,Na stacji Shell,16.98219,52.53769
BOLE01M,Handlowa 2 62-005 Bolechowo,parking Lidla,16.98693,52.56226
MUG02N,Akacjowa 17 62-095 Murowana Goślina,Przy sklepie spożywczym,16.99978,52.56538
MUG01HP,Nowy Rynek 20 62-095 Murowana Goślina,w sklepie Duży Ben,16.99435,52.5677
MUG02M,Długa 7 62-095 Murowana Goślina,Przy piekarni,17.00024,52.56676
RQW01M,Goślińska 56A 62-095 Rakownia,Przy sklepie spożywczym,17.03398,52.55803
XNW01M,Kwiatowa 5 62-070 Konarzewo,Przy Sklepie,16.7211,52.33565
XNW02M,Poznańska 2 62-070 Konarzewo,Przy sklepie Delikatesy Centrum,16.7176,52.3344
RQK01M,Poznańska 29 62-052 Rosnówko,Przy restauracji oraz sklepie ABC,16.76913,52.29711
DPC03M,Polarna 1 62-070 Dopiewiec,Przy Sklepie,16.71307,52.37238
DPC02M,Leśna 1 62-070 Dopiewiec,Przy sklepie spożywczym,16.71027,52.35983
DPC01M,Szkolna 13 62-070 Dopiewiec,Przy sklepie spożywczym,16.70792,52.35999
DIN01M,Generała Sikorskiego 78A 62-060 Dębienko,Przy budynku handlowym,16.72494,52.28965
DOP03M,Wyzwolenia 16 62-070 Dopiewo,Na rogu ulic sportowa/powstańców,16.67618,52.35541
KARL01M,Topolowa 4 62-006 Karłowice,Przy sklepie spożywczym,17.10439,52.4956
SII02M,Poznańska 43 62-025 Siekierki Wielkie,Market Dino,17.15644,52.39053
PKW01M,Zapłocie 6A 62-021 Paczkowo,przy sklepie ABC,17.15904,52.39917
SII01M,Kościelna 1 62-025 Siekierki Wielkie,Przy pawilonie handlowym,17.16347,52.38123
CON01M,Strażacka 3 62-035 Czmoń,Wzdłuż lini płotu prywatnej posesji,17.05277,52.18172
KRQ01M,Wiejska 55 62-050 Krosinko,parking przy serwisie AutoSpec,16.81237,52.23286
DYMN01M,Witosa 11A 62-050 Dymaczewo Nowe,Przy sklepie spożywczym,16.75769,52.22899
PEA01M,Lipowa 1A 62-053 Pecna,przy sklepie spożywczym,16.78827,52.18707
PEA01G,Główna 25 62-053 Pecna,Ściana sklepu spożywczego od strony ul. Głównej,16.80049,52.1824
PEA02M,Kwiatowa 18 62-053 Pecna,Market Dino,16.80154,52.18138
DOP01M,Więckowska 30 62-070 Dopiewo,Na działce,16.67008,52.36541
DOP01A,Stawna 17 62-070 Dopiewo,Przy sklepie budowlanym Modernika,16.67328,52.36234
DOP01N,Poznańska 13 62-070 Dopiewo,Przy sklepie Lewiatan,16.67622,52.35812
DOP02M,Bukowska 9 62-070 Dopiewo,Market Dino,16.67428,52.35647
MUG04M,Jeziorna 1 62-095 Murowana Goślina,Na prywatnej posesji przy ul. Jeziornej,16.99899,52.57565
MUG01M,Poznańska 10B 62-095 Murowana Goślina,przy księgarni Grześ,17.00901,52.57411
MUG01N,Poznańska 16 62-095 Murowana Goślina,Przy Urzędzie Gminy,17.00814,52.57372
MUG03M,Graszyńskiego 1 62-095 Murowana Goślina,Za sklepem spożywczym/apteką,17.01443,52.57473
MUG05M,Okrężna 1 62-095 Murowana Goślina,Przy sklepie spożywczym,17.0184,52.58259
PBD01APP,Przebędowo 62-095 Przebędowo,Przy sklepie spożywczym,17.01515,52.58606
BODU01M,Boduszewo 27 62-095 Boduszewo,parking przy sklepie,17.05174,52.57544
DGOS01G,Długa Goślina 18B 62-097 Długa Goślina,Przy sklepie spożywczym,17.03329,52.63177
TUCZ01M,Wronczyńska 86 62-007 Tuczno,Przy sklepie Żabka,17.13786,52.51692
STE03M,Poznańska 47 62-060 Stęszew,Market Dino,16.71273,52.28459
STE01M,Topolowa 3 62-060 Stęszew,W płocie firmy Alu-Tent,16.71502,52.28043
WTE01M,Łódzka 62 62-060 Witobel,Market Dino,16.70353,52.26745
STE01HP,Lipowa 7A 62-060 Stęszew,w sklepie Duży Ben,16.68988,52.27855
STE02L,Lipowa 7 62-060 Stęszew,Przy Rossmannie,16.69004,52.27862
STE02N,Bukowska 4 62-060 Stęszew,Na stacji,16.68841,52.27957
STE02M,Kórnicka 18 62-060 Stęszew,przed wjazdem do stacji diagnostycznej,16.69114,52.27369
STE04M,Zachodnia 1 62-060 Stęszew,Przy parkingu sklepu Lidl,16.68646,52.27761
BEDL01M,Wiejska 47 62-061 Będlewo,przy sklepie spożywczym,16.72174,52.23449
RYBO01M,Leśna 1B 62-060 Rybojedzko,Market Dino,16.62686,52.31138
SKRZ01M,Dworcowa 8A 62-060 Skrzynki,"Przed sklepem spożywczym ""Skrzynka""",16.60464,52.34374
JEK01A,pl. Piastowski 25 62-007 Jerzykowo,Przy sklepie Groszek,17.17167,52.46952
BKP01M,Mieszka I 2 62-007 Biskupice,Przy Polskim Sklepie,17.17082,52.46772
BKP02M,Główna 50 62-007 Biskupice,Przed sklepem spożywczym,17.17219,52.46127
BORM01APP,Starych Wierzb 19 62-007 Borowo-Młyn,Przy Sklepie Polskim,17.20988,52.4793
KST08M,Poznańska 118 62-025 Kostrzyn,Przy sklepie Netto,17.20886,52.39809
KST07M,Kórnicka 4M 62-025 Kostrzyn,Market Dino,17.21631,52.39005
KST03N,Poznańska 37 62-025 Kostrzyn,Przy supermarkecie Chata Polska,17.21959,52.39776
GIQ01M,Św. Tomasza 1 62-025 Gwiazdowo,Przy wjeździe na osiedle,17.21658,52.4084
KST02M,Wyszyńskiego 3 62-025 Kostrzyn,Przy sklepie ABC,17.22343,52.39115
KST02N,Warszawska 13 62-025 Kostrzyn,Przy sklepie Pepco,17.2243,52.39382
KST03M,Dworcowa 31 62-025 Kostrzyn,Przy sklepie Netto,17.22432,52.39409
KST01M,Mickiewicza 21D 62-025 Kostrzyn,Przy kwiaciarni Artis.,17.22784,52.40076
CEJ01M,Klonowska 3 62-025 Czerlejno,W płocie prywatnej posesji,17.21423,52.35161
KST06M,Wrzesińska 50 62-025 Kostrzyn,Prywatna posesja,17.24327,52.39793
WNC01M,Główna 62 62-060 Wronczyn,parking przed sklepem spożywczym,16.66822,52.22371
SLAC01M,Dzwonowska 14 62-093 Sławica,Przy sklepie spożywczym,17.13901,52.62429
SOI03M,Rogozińska 5 62-085 Skoki,Przy myjni samoobsługowej,17.14131,52.67105
SOI05M,Kościelna 10 62-085 Skoki,Market Dino,17.14794,52.67114
SKO327,Kazimierza Wielkiego 13 62-085 Skoki,Przy sklepie odzieżowym Rodzinna Szafa,17.1586,52.67139
SKO05M,Akacjowa 1 62-085 Skoki,Przy sklepie Lewiatan,17.16652,52.66726
SOI01M,Sienkiewicza 16 62-085 Skoki,Naprzeciwko przedszkola samorządowego,17.15877,52.67679
SOI04M,Rakojedzka 1A 62-085 Skoki,Przy myjni samoobsługowej,17.16187,52.67265
SOI02M,Antoniewska 22 62-085 Skoki,Przy stacji paliowej STAN-POL,17.17432,52.66697
POB02N,Kręta 26A 62-010 Pobiedziska,Przy kawiarni,17.23653,52.47287
POB01G,Gajowa 5 62-010 Pobiedziska,Przy sklepie Groszek,17.24037,52.47379
POB05M,Poznańska 98 62-010 Pobiedziska,Market Dino,17.24862,52.47482
POB01APP,Kiszkowska 50 62-010 Pobiedziska,Przy sklepie spożywczym,17.2803,52.49227
POB03M,Poznańska 54 62-010 Pobiedziska,Przy stacji MAT-OIL,17.27017,52.47599
POB01M,Dworcowa 2B 62-010 Pobiedziska,Parking przy budynku handlowym,17.27993,52.47947
SYO01M,Bukowska 19 62-062 Strykowo,Market Dino,16.61349,52.24864
MDR01M,Kościuszki 18 62-063 Modrze,przy sklepie,16.63287,52.21411
POB01N,Królowej Jadwigi 4 62-010 Pobiedziska,Przy Galerii Różanej,17.28257,52.47544
POB02M,Różana 1 62-010 Pobiedziska,Przy myjni bezdotykowej Banieczka,17.2826,52.47474
POB06M,Kostrzyńska 45 62-010 Pobiedziska,Przy Sushi Barze,17.28342,52.4703
POB01A,Kościuszki 2 62-010 Pobiedziska,Parking budynku handlowo-usługowego,17.286,52.47729
POB04M,Fabryczna 2B 62-010 Pobiedziska,Przy Stacji Hawa.,17.28945,52.48393
IVN01G,Szkolna 5 62-025 Iwno,Bok bloku,17.27224,52.40475
KST05M,Wiejska 36 62-025 Gułtowy,Market Dino,17.31932,52.35068
GAN02M,Michała Drzymały 11 62-066 Granowo,Market Dino,16.53613,52.22069
GAN01A,Ogrodowa 1 62-066 Granowo,Przy Chacie Polskiej,16.53493,52.22186
GAN01M,Poznańska 19 62-066 Granowo,Przy sklepie,16.52497,52.22246
KSK01N,Dworcowa 21A 62-280 Kiszkowo,Market Dino,17.25689,52.59069
KSK01M,Ogrodowa 11E 62-280 Kiszkowo,Przy Stacji Benzynowej Hawa.,17.26227,52.59063
RYW01M,Okrężna 1 62-280 Rybno Wielkie,Przy sklepie spożywczym,17.28364,52.60893
POP01M,Os. Piastowskie 11 62-285 Popowo Kościelne,Przy sklepie spożywczym,17.26874,52.7157
SARB01M,Sarbie 13 62-285 Sarbia,Przed sklepem spożywczym,17.25264,52.7357
MSK01N,Słoneczna 3 62-290 Mieścisko,Market Dino,17.3206,52.74369
WAG01M,Skocka 49 62-100 Wągrowiec,Przy stacji benzynowej Hil Gaz,17.18408,52.79624
MSK02M,Pokoju 11 62-290 Mieścisko,Market Dino,17.33297,52.74599
MSK01M,Pocztowa 17C 62-290 Mieścisko,Przy sklepie motoryzacyjnym,17.33911,52.74288
WAG12M,Wierzbowa 1B 62-100 Wągrowiec,Market Dino,17.19148,52.79927
WAG02M,Strzeleckiego 16A 62-100 Wągrowiec,Przy sklepie spożywczym |Polski Sklep|,17.20116,52.7989
LYQ01M,Lednogóra 41 62-261 Lednogóra,Przy sklepie ABC.,17.36542,52.50745
FAK01M,Fałkowo 9A 62-262 Fałkowo,Przy Piekarni Familijnej.,17.4262,52.49066
PWQ01M,Ptaszkowo 23 62-065 Ptaszkowo,Przy sklepie GS Tęcza,16.44428,52.22639
NEK02M,Parkowa 1 62-330 Nekla,Sklep Groszek,17.40087,52.36502
NEK04M,Dworcowa 27 62-330 Nekla,Przy budynku mieszkaniowo-usługowym,17.40711,52.35555
NEK03M,Klemensa Szczepańskiego 1 62-330 Nekla,Optyk Przybylscy.,17.40586,52.3646
NEK01M,Wiosny Ludów 2 62-330 Nekla,Przy hurtowni Cegiełka,17.41334,52.36088
NEK01A,Rynek 21 62-330 Nekla,Przy parkingu Sklepu Polskiego,17.41311,52.36538
OPAT01APP,Opatówko 21 62-330 Opatówko,Przy sklepie spożywczym,17.48317,52.3332
GAL01M,Grąblewo 10 62-065 Grąblewo,Parking przy sklepie,16.39236,52.23843
GWL08M,Powstańców Chocieszyńskich 108a 62-065 Grodzisk Wielkopolski,Przy gabinecie stomatologicznym PrimaDent,16.38629,52.23395
GWL03M,Poznańska 37 62-065 Grodzisk Wielkopolski,Teren stacji benzynowej,16.37284,52.2223
GWL02N,Staszica 2 62-065 Grodzisk Wielkopolski,Market Dino,16.36971,52.22461
GWL01N,Zielonogórska 9 62-065 Grodzisk Wielkopolski,Przy markecie budowlanym Mrówka,16.36708,52.21897
GWL04M,Kwiatowa 9 62-065 Grodzisk Wielkopolski,Przy sklepie spożywczym,16.36757,52.23089
GWL01M,Rakoniewicka 35 62-065 Grodzisk Wielkopolski,Przy parkingu sklepu Lidl,16.3646,52.21583
GWL06M,3 Maja 8 62-065 Grodzisk Wielkopolski,Wzdłuż muru obok bankomatu,16.36492,52.22783
GWL03N,Bukowska 90A 62-065 Grodzisk Wielkopolski,Na parkingu stacji paliw i myjni CPN,16.36028,52.23415
GWL07M,Nowa 13 62-065 Grodzisk Wielkopolski,Przy Bricomarche,16.3583,52.21809
GWL02M,os. Wojska Polskiego 40 62-065 Grodzisk Wielkopolski,przy kompleksie garażowym,16.35733,52.23188
KEC01M,Dworcowa 53 62-270 Kłecko,Przy sklepie Bunkier,17.42593,52.62742
KEC01A,Polska Wieś 3A 62-270 Kłecko,Przy sklepie Polskim,17.42569,52.63969
KEC04M,Jarzębinowa 1 62-270 Kłecko,Market Dino,17.43399,52.62819
WAG10M,Zbigniewa Kuźmy 4 62-100 Wągrowiec,Market Dino,17.2251,52.8025
WAG04A,11 Listopada 22 62-100 Wągrowiec,Przy markecie Bricomarche,17.22876,52.80375
WAG06M,11 Listopad 96A 62-100 Wągrowiec,Na parkingu sklepu JYSK,17.22756,52.80435
WAG15M,Łakińskiego 1 62-100 Wągrowiec,Przy sklepie spożywczym,17.21904,52.80469
WAG07M,Ks. Wróblewskiego 2 62-100 Wągrowiec,Przy sklepie Bimex/PSB Mrówka,17.23078,52.80758
WAG17M,11 Listopada 16 62-100 Wągrowiec,Przy markecie LIDL,17.23286,52.80885
WAG04M,Gnieźnieńska 44 62-100 Wągrowiec,Obok Firmy AutoLack oraz sklepu medycznego,17.20131,52.80317
WAG08M,Janowiecka 27 62-100 Wągrowiec,Przy stacji paliwowej Shell,17.2104,52.80833
WAG02A,Pałucka 4 62-100 Wągrowiec,Przy supermarkecie Kaufland,17.21181,52.8096
WAG01F,Opacka 23 62-100 Wągrowiec,Market Dino,17.19201,52.80739
WAG03M,Kcyńska 20 62-100 Wągrowiec,Przy sklepie Lidl.,17.21425,52.81271
WAG01HP,Mieczysława Jeżyka 48 62-100 Wągrowiec,w sklepie Duży Ben,17.20583,52.81286
WAG05M,Mieczysława Jeżyka 50 62-100 Wągrowiec,Przed Budynkiem Spółdzielni Mieszkaniowej w Wągrowcu.,17.20761,52.81251
WAG09M,Rogozińska 47 62-100 Wągrowiec,Przy stacji paliwowej PITEREK,17.18085,52.80622
WAG14M,Rgielska 59 62-100 Wągrowiec,Market Dino,17.23313,52.81723
LKO01M,Pałucka 24 62-105 Łekno,Przy sklepie ABC,17.31141,52.83821
LNP01M,Łopienno 50C 62-213 Łopienno,Market Dino,17.46912,52.7022
WAG01A,Mikołaja Reja 59 62-100 Wągrowiec,Przy sklepie Twój Market,17.21103,52.81796
WAG03A,Bobrownicka 32 62-100 Wągrowiec,Przy sklepie ABC,17.18113,52.8094
WAG13M,Bobrownicka 43 62-100 Wągrowiec,Market Dino,17.17534,52.81012
WAG11M,Leśna 39 62-100 Wągrowiec,Przy Sklepie Polskim,17.17763,52.81448
WAG16M,Lipowa 40 62-100 Wągrowiec,Przy domu jednorodzinnym,17.20698,52.81636
KOBY01M,Klonowa 21 62-100 Kobylec,Przy Sali Bankietowej,17.20017,52.84942
NIY01M,Niemczyn 38 62-107 Niemczyn,Przy stacji paliwowej,17.39191,52.84217
LWO02A,Łubowo 6A 62-260 Łubowo,Przy sklepie Groszek,17.46075,52.51512
LWO01M,Łubowo 14F 62-260 Łubowo,Market Dino,17.4649,52.5136
CRJ01M,Polna 1 62-250 Czerniejewo,Market Dino,17.48618,52.43017
CRJ01N,Poznańska 6 62-250 Czerniejewo,obok Urzędu Miasta,17.48808,52.42611
GNI12N,Leszczyńska 4 62-200 Gniezno,Market Dino,17.55097,52.53251
GNI10N,Kostrzyńska 1 62-200 Gniezno,Przy sklepie Małe delikatesy,17.55772,52.53207
GNI21M,Orzeszkowej 32 62-200 Gniezno,Przy Polskim Sklepie.,17.56488,52.52833
GNI24M,Skrajna 10 62-200 Gniezno,Przy Siłowni IRON.,17.57468,52.51985
GNI03HP,Orzeszkowej 29/5 62-200 Gniezno,w sklepie Duży Ben,17.57167,52.52918
GNI07A,Ludwiczaka 13 62-200 Gniezno,Przy sklepie Bartek,17.57856,52.51897
GNI09M,Orzeszkowej 13 62-200 Gniezno,Przy myjni bezdotykowej ERHLE,17.57852,52.52913
GNI02APP,Cisowa 7 62-200 Gniezno,Przy sklepie spożywczym,17.59327,52.50172
GNI20M,Azaliowa 52 62-200 Gniezno,Przy Osiedlu Azaliowym.,17.57719,52.53651
ZDO02M,Kościuszki 32 62-241 Żydowo,Przy Polskim Sklepie.,17.5827,52.45323
GNI04N,Wrzesińska 128 62-200 Gniezno,Przy sklepie Małe Delikatesy,17.59433,52.50716
GWL09M,Nowotomyska 75 A 62-065 Grodzisk Wielkopolski,Market Dino,16.34481,52.23381
GWL05M,Nowotomyska 89 62-065 Grodzisk Wielkopolski,Stacja benzynowa,16.34205,52.23703
SQN01M,Słocin 43D 62-065 Słocin,Przed sklepem spożywczym,16.35154,52.25487
ZDJ01M,Zdrój 16 62-065 Zdrój,Przy sklepie spożywczym,16.33527,52.22342
RHC01M,Poznańska 31 62-073 Ruchocice,na parkingu marketu,16.33493,52.18258
PML02M,Dojazdowa 5 62-300 Psary Małe,Przy Polskim Sklepie.,17.5138,52.33687
PPI01M,Psary Polskie 137a 62-300 Psary Polskie,Market Dino,17.53196,52.35026
PML01M,Budowlana 15 62-300 Psary Małe,Przy stacji Watis,17.52502,52.33272
PYQ01M,Miodowa 1 62-300 Przyborki,Przy sklepie spożywczym,17.53097,52.33323
MARZ01N,Ks. Twardego 35 62-301 Marzenin,Przy sklepie spożywczym,17.54267,52.38706
